id,checkin,cdate,site_id,user_uuid
89037,2,2021-06-15 11:57:04.276614,1,e4b84a3e-dc6b-4e17-9ab8-108119fc482c
87554,1,2021-06-14 07:20:20.426705,1,e4b84a3e-dc6b-4e17-9ab8-108119fc482c
89110,2,2021-06-15 14:21:33.242395,1,e4b84a3e-dc6b-4e17-9ab8-108119fc482c
89140,1,2021-06-15 16:41:26.889114,1,e4b84a3e-dc6b-4e17-9ab8-108119fc482c
89160,2,2021-06-15 20:29:58.188951,1,e4b84a3e-dc6b-4e17-9ab8-108119fc482c
87741,1,2021-06-14 09:55:04.600874,1,e4b84a3e-dc6b-4e17-9ab8-108119fc482c
88740,1,2021-06-15 07:48:24.918693,1,e4b84a3e-dc6b-4e17-9ab8-108119fc482c
88723,1,2021-06-15 07:42:41.938874,1,e4b84a3e-dc6b-4e17-9ab8-108119fc482c
88891,1,2021-06-15 09:11:09.553450,1,e4b84a3e-dc6b-4e17-9ab8-108119fc482c
87706,2,2021-06-14 09:21:40.186436,1,e4b84a3e-dc6b-4e17-9ab8-108119fc482c
88998,2,2021-06-15 11:00:22.790105,1,e4b84a3e-dc6b-4e17-9ab8-108119fc482c
89138,2,2021-06-15 16:28:50.918094,1,e4b84a3e-dc6b-4e17-9ab8-108119fc482c
89066,1,2021-06-15 12:47:54.088676,1,e4b84a3e-dc6b-4e17-9ab8-108119fc482c
89152,1,2021-06-15 19:01:31.230823,1,e4b84a3e-dc6b-4e17-9ab8-108119fc482c
87859,2,2021-06-14 11:37:52.007410,1,e4b84a3e-dc6b-4e17-9ab8-108119fc482c
89151,2,2021-06-15 18:40:53.783795,1,e4b84a3e-dc6b-4e17-9ab8-108119fc482c
